"GEO_ID","NAME","B25002_001E","B25002_001M","B25002_002E","B25002_002M","B25002_003E","B25002_003M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Occupied","Margin of Error!!Total:!!Occupied","Estimate!!Total:!!Vacant","Margin of Error!!Total:!!Vacant",
"1400000US19087970300","Census Tract 9703, Henry County, Iowa","1964","165","1725","180","239","114",
"1400000US19087970400","Census Tract 9704, Henry County, Iowa","1974","148","1723","139","251","110",
"1400000US19087970500","Census Tract 9705, Henry County, Iowa","1513","110","1428","107","85","55",
"1400000US19089960100","Census Tract 9601, Howard County, Iowa","1888","127","1654","151","234","107",
"1400000US19089960200","Census Tract 9602, Howard County, Iowa","1273","138","1090","80","183","114",
"1400000US19089960300","Census Tract 9603, Howard County, Iowa","1215","104","1010","106","205","62",
"1400000US19091970100","Census Tract 9701, Humboldt County, Iowa","1042","92","870","95","172","40",
"1400000US19091970200","Census Tract 9702, Humboldt County, Iowa","913","72","786","73","127","35",
"1400000US19091970300","Census Tract 9703, Humboldt County, Iowa","1368","91","1253","89","115","67",
"1400000US19091970400","Census Tract 9704, Humboldt County, Iowa","1418","112","1286","119","132","81",
"1400000US19093090100","Census Tract 901, Ida County, Iowa","1268","107","1110","118","158","52",
"1400000US19093090200","Census Tract 902, Ida County, Iowa","994","84","870","78","124","53",
"1400000US19093090300","Census Tract 903, Ida County, Iowa","1188","109","992","109","196","91",
"1400000US19095960100","Census Tract 9601, Iowa County, Iowa","1799","136","1618","138","181","94",
"1400000US19095960200","Census Tract 9602, Iowa County, Iowa","1906","126","1645","120","261","78",
"1400000US19095960300","Census Tract 9603, Iowa County, Iowa","1500","112","1347","108","153","69",
"1400000US19095960400","Census Tract 9604, Iowa County, Iowa","2153","173","2036","176","117","98",
"1400000US19097950100","Census Tract 9501, Jackson County, Iowa","1394","135","1198","136","196","96",
"1400000US19097950200","Census Tract 9502, Jackson County, Iowa","1797","141","1445","143","352","115",
"1400000US19097950300","Census Tract 9503, Jackson County, Iowa","1566","118","1334","121","232","87",
"1400000US19097950400","Census Tract 9504, Jackson County, Iowa","1729","94","1505","107","224","83",
"1400000US19097950500","Census Tract 9505, Jackson County, Iowa","1934","131","1748","137","186","97",
"1400000US19097950600","Census Tract 9506, Jackson County, Iowa","1179","132","953","133","226","103",
"1400000US19099040100","Census Tract 401, Jasper County, Iowa","1651","115","1479","121","172","87",
"1400000US19099040200","Census Tract 402, Jasper County, Iowa","1740","127","1588","117","152","100",
"1400000US19099040300","Census Tract 403, Jasper County, Iowa","1389","152","1097","156","292","116",
"1400000US19099040400","Census Tract 404, Jasper County, Iowa","2498","229","2382","238","116","113",
"1400000US19099040500","Census Tract 405, Jasper County, Iowa","2362","227","1924","238","438","214",
"1400000US19099040600","Census Tract 406, Jasper County, Iowa","1443","180","1297","158","146","94",
"1400000US19099040700","Census Tract 407, Jasper County, Iowa","2259","159","2036","163","223","91",
"1400000US19099040800","Census Tract 408, Jasper County, Iowa","1737","157","1621","168","116","55",
"1400000US19099040900","Census Tract 409, Jasper County, Iowa","1258","103","1220","98","38","32",
"1400000US19099980000","Census Tract 9800, Jasper County, Iowa","0","10","0","10","0","10",
"1400000US19101090100","Census Tract 901, Jefferson County, Iowa","1504","153","1330","165","174","93",
"1400000US19101090200","Census Tract 902, Jefferson County, Iowa","1775","198","1650","202","125","47",
"1400000US19101090301","Census Tract 903.01, Jefferson County, Iowa","954","142","829","144","125","105",
"1400000US19101090302","Census Tract 903.02, Jefferson County, Iowa","1143","140","1042","143","101","110",
"1400000US19101090400","Census Tract 904, Jefferson County, Iowa","2297","219","2004","249","293","158",
"1400000US19103000100","Census Tract 1, Johnson County, Iowa","3062","349","2868","376","194","126",
"1400000US19103000200","Census Tract 2, Johnson County, Iowa","2020","248","1814","245","206","102",
"1400000US19103000303","Census Tract 3.03, Johnson County, Iowa","628","117","579","121","49","77",
"1400000US19103000304","Census Tract 3.04, Johnson County, Iowa","1289","241","1221","247","68","75",
"1400000US19103000305","Census Tract 3.05, Johnson County, Iowa","1535","208","1415","206","120","95",
"1400000US19103000306","Census Tract 3.06, Johnson County, Iowa","1561","228","1510","236","51","79",
"1400000US19103000307","Census Tract 3.07, Johnson County, Iowa","1663","278","1548","290","115","122",
"1400000US19103000401","Census Tract 4.01, Johnson County, Iowa","1618","239","1456","225","162","114",
"1400000US19103000402","Census Tract 4.02, Johnson County, Iowa","2162","296","1940","265","222","179",
"1400000US19103000501","Census Tract 5.01, Johnson County, Iowa","2351","265","2324","269","27","30",
"1400000US19103000502","Census Tract 5.02, Johnson County, Iowa","1442","173","1275","195","167","103",
"1400000US19103000600","Census Tract 6, Johnson County, Iowa","2001","194","1848","207","153","91",
"1400000US19103001100","Census Tract 11, Johnson County, Iowa","2076","230","1851","240","225","110",
"1400000US19103001200","Census Tract 12, Johnson County, Iowa","1036","119","995","119","41","41",
"1400000US19103001300","Census Tract 13, Johnson County, Iowa","1503","200","1479","200","24","38",
"1400000US19103001400","Census Tract 14, Johnson County, Iowa","2350","257","2296","265","54","84",
"1400000US19103001500","Census Tract 15, Johnson County, Iowa","1443","142","1360","140","83","77",
"1400000US19103001601","Census Tract 16.01, Johnson County, Iowa","2449","307","2064","312","385","228",
"1400000US19103001602","Census Tract 16.02, Johnson County, Iowa","1739","284","1585","301","154","101",
"1400000US19103001700","Census Tract 17, Johnson County, Iowa","1376","127","1343","137","33","36",
"1400000US19103001801","Census Tract 18.01, Johnson County, Iowa","2491","296","2164","213","327","222",
"1400000US19103001802","Census Tract 18.02, Johnson County, Iowa","1699","172","1563","159","136","117",
"1400000US19103002100","Census Tract 21, Johnson County, Iowa","1011","150","883","159","128","71",
"1400000US19103002300","Census Tract 23, Johnson County, Iowa","1261","164","1159","186","102","66",
"1400000US19103010100","Census Tract 101, Johnson County, Iowa","3146","297","2857","281","289","177",
"1400000US19103010200","Census Tract 102, Johnson County, Iowa","2022","176","1890","160","132","102",
"1400000US19103010303","Census Tract 103.03, Johnson County, Iowa","2603","274","2362","239","241","123",
"1400000US19103010304","Census Tract 103.04, Johnson County, Iowa","2585","270","2355","240","230","213",
"1400000US19103010305","Census Tract 103.05, Johnson County, Iowa","2218","311","2051","303","167","183",
"1400000US19103010306","Census Tract 103.06, Johnson County, Iowa","940","157","940","157","0","10",
"1400000US19103010307","Census Tract 103.07, Johnson County, Iowa","1526","221","1526","221","0","10",
"1400000US19103010308","Census Tract 103.08, Johnson County, Iowa","1787","225","1787","225","0","10",
"1400000US19103010401","Census Tract 104.01, Johnson County, Iowa","1452","222","1418","218","34","26",
"1400000US19103010402","Census Tract 104.02, Johnson County, Iowa","1140","204","1111","203","29","34",
"1400000US19103010501","Census Tract 105.01, Johnson County, Iowa","2491","236","2441","224","50","80",
"1400000US19103010502","Census Tract 105.02, Johnson County, Iowa","1225","107","1152","115","73","40",
"1400000US19105070100","Census Tract 701, Jones County, Iowa","1681","166","1554","169","127","66",
"1400000US19105070301","Census Tract 703.01, Jones County, Iowa","885","111","799","120","86","90",
"1400000US19105070302","Census Tract 703.02, Jones County, Iowa","867","129","859","129","8","14",
"1400000US19105070401","Census Tract 704.01, Jones County, Iowa","1024","109","930","124","94","72",
"1400000US19105070402","Census Tract 704.02, Jones County, Iowa","1142","107","1076","103","66","51",
"1400000US19105070500","Census Tract 705, Jones County, Iowa","1327","138","1102","145","225","73",
"1400000US19105070600","Census Tract 706, Jones County, Iowa","2064","155","1866","142","198","105",
"1400000US19107080100","Census Tract 801, Keokuk County, Iowa","1074","94","927","95","147","59",
"1400000US19107080200","Census Tract 802, Keokuk County, Iowa","1277","88","1136","79","141","40",
"1400000US19107080300","Census Tract 803, Keokuk County, Iowa","1323","84","1178","82","145","63",
"1400000US19107080400","Census Tract 804, Keokuk County, Iowa","1206","88","1089","89","117","39",
"1400000US19109950100","Census Tract 9501, Kossuth County, Iowa","1195","83","972","84","223","67",
"1400000US19109950200","Census Tract 9502, Kossuth County, Iowa","1099","64","943","69","156","49",
"1400000US19109950300","Census Tract 9503, Kossuth County, Iowa","1163","76","947","71","216","66",
"1400000US19109950400","Census Tract 9504, Kossuth County, Iowa","1481","127","1354","149","127","86",
"1400000US19109950500","Census Tract 9505, Kossuth County, Iowa","1640","130","1490","136","150","62",
"1400000US19109950600","Census Tract 9506, Kossuth County, Iowa","948","70","869","73","79","39",
"1400000US19111490100","Census Tract 4901, Lee County, Iowa","1760","144","1577","145","183","104",
"1400000US19111490200","Census Tract 4902, Lee County, Iowa","2202","190","1803","208","399","138",
"1400000US19111490300","Census Tract 4903, Lee County, Iowa","1076","129","950","142","126","65",
"1400000US19111490400","Census Tract 4904, Lee County, Iowa","1157","124","1070","119","87","48",
"1400000US19111490500","Census Tract 4905, Lee County, Iowa","1555","137","1380","128","175","99",
"1400000US19111490600","Census Tract 4906, Lee County, Iowa","1429","120","1289","114","140","74",
"1400000US19111490700","Census Tract 4907, Lee County, Iowa","2024","160","1883","168","141","68",
"1400000US19111490800","Census Tract 4908, Lee County, Iowa","1233","117","1041","140","192","94",
"1400000US19111490900","Census Tract 4909, Lee County, Iowa","1224","138","1007","147","217","94",
"1400000US19111491000","Census Tract 4910, Lee County, Iowa","1131","122","928","123","203","68",
"1400000US19111491100","Census Tract 4911, Lee County, Iowa","1444","221","1410","224","34","39",
"1400000US19113000101","Census Tract 1.01, Linn County, Iowa","2441","327","2364","333","77","93",
"1400000US19113000102","Census Tract 1.02, Linn County, Iowa","2524","240","2467","246","57","84",
"1400000US19113000103","Census Tract 1.03, Linn County, Iowa","1091","175","1091","175","0","10",
"1400000US19113000201","Census Tract 2.01, Linn County, Iowa","2540","262","2349","234","191","132",
"1400000US19113000205","Census Tract 2.05, Linn County, Iowa","1888","262","1728","223","160","174",
"1400000US19113000208","Census Tract 2.08, Linn County, Iowa","1574","280","1455","227","119","154",
"1400000US19113000209","Census Tract 2.09, Linn County, Iowa","1476","140","1436","154","40","56",
"1400000US19113000210","Census Tract 2.10, Linn County, Iowa","1490","176","1490","176","0","10",
"1400000US19113000211","Census Tract 2.11, Linn County, Iowa","2025","221","1969","232","56","69",
"1400000US19113000212","Census Tract 2.12, Linn County, Iowa","1424","128","1336","130","88","99",
"1400000US19113000213","Census Tract 2.13, Linn County, Iowa","1440","367","1309","346","131","124",
"1400000US19113000300","Census Tract 3, Linn County, Iowa","2796","322","2649","327","147","128",
"1400000US19113000400","Census Tract 4, Linn County, Iowa","2118","189","2035","194","83","94",
"1400000US19113000500","Census Tract 5, Linn County, Iowa","2543","186","2410","215","133","142",
"1400000US19113000600","Census Tract 6, Linn County, Iowa","1548","113","1376","128","172","92",
"1400000US19113000700","Census Tract 7, Linn County, Iowa","1227","149","1063","179","164","95",
"1400000US19113000800","Census Tract 8, Linn County, Iowa","2383","296","2202","294","181","141",
"1400000US19113000901","Census Tract 9.01, Linn County, Iowa","2534","249","2345","235","189","143",
"1400000US19113000902","Census Tract 9.02, Linn County, Iowa","2791","240","2758","244","33","54",
"1400000US19113001001","Census Tract 10.01, Linn County, Iowa","1937","186","1805","168","132","83",
"1400000US19113001002","Census Tract 10.02, Linn County, Iowa","1620","176","1461","183","159","100",
"1400000US19113001004","Census Tract 10.04, Linn County, Iowa","2054","232","1807","232","247","148",
"1400000US19113001005","Census Tract 10.05, Linn County, Iowa","1267","147","1117","156","150","133",
"1400000US19113001101","Census Tract 11.01, Linn County, Iowa","1984","242","1909","224","75","66",
"1400000US19113001102","Census Tract 11.02, Linn County, Iowa","1734","159","1635","168","99","71",
"1400000US19113001200","Census Tract 12, Linn County, Iowa","758","96","705","99","53","46",
"1400000US19113001300","Census Tract 13, Linn County, Iowa","1755","208","1622","223","133","102",
"1400000US19113001400","Census Tract 14, Linn County, Iowa","1687","195","1542","204","145","87",
"1400000US19113001500","Census Tract 15, Linn County, Iowa","1553","177","1455","186","98","68",
"1400000US19113001600","Census Tract 16, Linn County, Iowa","2274","143","2122","170","152","108",
"1400000US19113001700","Census Tract 17, Linn County, Iowa","2842","341","2445","353","397","211",
"1400000US19113001800","Census Tract 18, Linn County, Iowa","1660","167","1512","177","148","75",
"1400000US19113001900","Census Tract 19, Linn County, Iowa","771","99","584","105","187","67",
"1400000US19113002200","Census Tract 22, Linn County, Iowa","932","132","800","150","132","75",
"1400000US19113002300","Census Tract 23, Linn County, Iowa","2007","235","1914","245","93","68",
"1400000US19113002400","Census Tract 24, Linn County, Iowa","1947","303","1820","301","127","102",
"1400000US19113002500","Census Tract 25, Linn County, Iowa","1364","145","1316","142","48","50",
"1400000US19113002600","Census Tract 26, Linn County, Iowa","1177","121","1011","144","166","108",
"1400000US19113002700","Census Tract 27, Linn County, Iowa","1053","143","964","144","89","52",
"1400000US19113002800","Census Tract 28, Linn County, Iowa","2008","218","1986","224","22","34",
"1400000US19113002900","Census Tract 29, Linn County, Iowa","2377","256","2169","250","208","135",
"1400000US19113003003","Census Tract 30.03, Linn County, Iowa","2000","225","1768","225","232","153",
"1400000US19113003004","Census Tract 30.04, Linn County, Iowa","1555","284","1386","263","169","134",
"1400000US19113003005","Census Tract 30.05, Linn County, Iowa","2542","377","2429","403","113","133",
"1400000US19113003006","Census Tract 30.06, Linn County, Iowa","1997","224","1891","227","106","120",
"1400000US19113010100","Census Tract 101, Linn County, Iowa","1297","135","1146","113","151","90",
"1400000US19113010200","Census Tract 102, Linn County, Iowa","1834","137","1774","132","60","45",
"1400000US19113010300","Census Tract 103, Linn County, Iowa","1785","182","1574","157","211","113",
"1400000US19113010400","Census Tract 104, Linn County, Iowa","1349","172","1252","141","97","101",
"1400000US19113010500","Census Tract 105, Linn County, Iowa","1545","198","1436","210","109","78",
"1400000US19113010600","Census Tract 106, Linn County, Iowa","2373","175","2179","211","194","111",
"1400000US19113010700","Census Tract 107, Linn County, Iowa","2651","246","2539","239","112","95",
"1400000US19113010801","Census Tract 108.01, Linn County, Iowa","530","89","498","99","32","43",
"1400000US19113010802","Census Tract 108.02, Linn County, Iowa","1950","182","1899","177","51","48",
"1400000US19115450100","Census Tract 4501, Louisa County, Iowa","1429","103","1218","90","211","84",
"1400000US19115450200","Census Tract 4502, Louisa County, Iowa","1837","112","1552","128","285","107",
"1400000US19115450300","Census Tract 4503, Louisa County, Iowa","1797","84","1573","101","224","84",
"1400000US19117950100","Census Tract 9501, Lucas County, Iowa","1005","83","869","77","136","47",
"1400000US19117950200","Census Tract 9502, Lucas County, Iowa","1084","66","942","75","142","58",
"1400000US19117950300","Census Tract 9503, Lucas County, Iowa","986","112","897","118","89","55",
"1400000US19117950400","Census Tract 9504, Lucas County, Iowa","1124","90","1010","106","114","74",
"1400000US19119950100","Census Tract 9501, Lyon County, Iowa","1217","109","1059","88","158","62",
"1400000US19119950200","Census Tract 9502, Lyon County, Iowa","1443","111","1217","83","226","79",
"1400000US19119950300","Census Tract 9503, Lyon County, Iowa","2411","111","2317","122","94","60",
"1400000US19121060101","Census Tract 601.01, Madison County, Iowa","1409","123","1324","132","85","46",
"1400000US19121060102","Census Tract 601.02, Madison County, Iowa","1387","132","1292","151","95","85",
"1400000US19121060200","Census Tract 602, Madison County, Iowa","2548","191","2429","200","119","99",
"1400000US19121060300","Census Tract 603, Madison County, Iowa","1749","128","1574","118","175","67",
"1400000US19123950100","Census Tract 9501, Mahaska County, Iowa","1404","126","1240","134","164","70",
"1400000US19123950200","Census Tract 9502, Mahaska County, Iowa","1411","120","1253","112","158","64",
"1400000US19123950300","Census Tract 9503, Mahaska County, Iowa","1485","119","1427","121","58","46",
"1400000US19123950400","Census Tract 9504, Mahaska County, Iowa","1357","125","1173","132","184","93",
"1400000US19123950500","Census Tract 9505, Mahaska County, Iowa","1439","115","1355","117","84","62",
"1400000US19123950600","Census Tract 9506, Mahaska County, Iowa","1625","167","1461","163","164","92",
"1400000US19123950700","Census Tract 9507, Mahaska County, Iowa","1172","137","1038","152","134","79",
"1400000US19125030101","Census Tract 301.01, Marion County, Iowa","1724","107","1703","110","21","37",
"1400000US19125030102","Census Tract 301.02, Marion County, Iowa","1418","189","1370","189","48","35",
"1400000US19125030201","Census Tract 302.01, Marion County, Iowa","1499","152","1488","154","11","19",
"1400000US19125030202","Census Tract 302.02, Marion County, Iowa","1439","145","1346","137","93","89",
"1400000US19125030300","Census Tract 303, Marion County, Iowa","927","92","893","96","34","34",
"1400000US19125030401","Census Tract 304.01, Marion County, Iowa","2026","184","1850","207","176","119",
"1400000US19125030402","Census Tract 304.02, Marion County, Iowa","1661","180","1621","171","40","47",
"1400000US19125030500","Census Tract 305, Marion County, Iowa","1146","176","1012","172","134","59",
"1400000US19125030600","Census Tract 306, Marion County, Iowa","1219","138","1122","146","97","49",
"1400000US19125030700","Census Tract 307, Marion County, Iowa","1221","127","1127","131","94","43",
"1400000US19127950100","Census Tract 9501, Marshall County, Iowa","1480","147","1369","150","111","70",
"1400000US19127950200","Census Tract 9502, Marshall County, Iowa","1346","107","1224","109","122","65",
"1400000US19127950300","Census Tract 9503, Marshall County, Iowa","1499","156","1359","158","140","51",
"1400000US19127950400","Census Tract 9504, Marshall County, Iowa","1470","164","1321","164","149","56",
"1400000US19127950500","Census Tract 9505, Marshall County, Iowa","1551","167","1453","168","98","72",
"1400000US19127950600","Census Tract 9506, Marshall County, Iowa","2087","187","1812","197","275","115",
"1400000US19127950700","Census Tract 9507, Marshall County, Iowa","1768","204","1635","197","133","85",
"1400000US19127950801","Census Tract 9508.01, Marshall County, Iowa","1492","153","1401","181","91","93",
"1400000US19127950802","Census Tract 9508.02, Marshall County, Iowa","1289","108","1139","127","150","108",
"1400000US19127950900","Census Tract 9509, Marshall County, Iowa","1262","139","1178","152","84","70",
"1400000US19127951000","Census Tract 9510, Marshall County, Iowa","1598","143","1497","127","101","91",
"1400000US19129040100","Census Tract 401, Mills County, Iowa","1317","98","1139","95","178","63",
"1400000US19129040201","Census Tract 402.01, Mills County, Iowa","859","90","751","95","108","48",
"1400000US19129040202","Census Tract 402.02, Mills County, Iowa","1435","135","1275","96","160","107",
"1400000US19129040301","Census Tract 403.01, Mills County, Iowa","1031","106","897","116","134","60",
"1400000US19129040302","Census Tract 403.02, Mills County, Iowa","1476","154","1380","147","96","64",
"1400000US19131560100","Census Tract 5601, Mitchell County, Iowa","1456","89","1287","102","169","62",
"1400000US19131560200","Census Tract 5602, Mitchell County, Iowa","1622","115","1453","124","169","72",
"1400000US19131560300","Census Tract 5603, Mitchell County, Iowa","1909","113","1732","115","177","100",
"1400000US19133960100","Census Tract 9601, Monona County, Iowa","1225","101","1035","103","190","56",
"1400000US19133960200","Census Tract 9602, Monona County, Iowa","1002","86","830","69","172","57",
"1400000US19133960300","Census Tract 9603, Monona County, Iowa","1513","90","1304","121","209","101",
"1400000US19133960400","Census Tract 9604, Monona County, Iowa","983","68","819","73","164","47",
"1400000US19135070100","Census Tract 701, Monroe County, Iowa","1563","139","1380","172","183","94",
"1400000US19135070200","Census Tract 702, Monroe County, Iowa","1242","114","948","98","294","104",
"1400000US19135070300","Census Tract 703, Monroe County, Iowa","1213","153","915","138","298","97",
"1400000US19137960100","Census Tract 9601, Montgomery County, Iowa","995","106","866","78","129","79",
"1400000US19137960200","Census Tract 9602, Montgomery County, Iowa","1157","83","1050","90","107","61",
"1400000US19137960300","Census Tract 9603, Montgomery County, Iowa","1713","127","1374","146","339","139",
"1400000US19137960400","Census Tract 9604, Montgomery County, Iowa","1355","100","1189","106","166","52",
"1400000US19139050100","Census Tract 501, Muscatine County, Iowa","1674","243","1478","212","196","128",
"1400000US19139050200","Census Tract 502, Muscatine County, Iowa","2153","169","2135","166","18","24",
"1400000US19139050300","Census Tract 503, Muscatine County, Iowa","2033","188","1798","159","235","127",
"1400000US19139050400","Census Tract 504, Muscatine County, Iowa","1555","156","1417","142","138","91",
"1400000US19139050500","Census Tract 505, Muscatine County, Iowa","2073","174","1948","192","125","91",
"1400000US19139050600","Census Tract 506, Muscatine County, Iowa","2129","201","1961","206","168","130",
"1400000US19139050700","Census Tract 507, Muscatine County, Iowa","2541","228","2272","231","269","141",
"1400000US19139050800","Census Tract 508, Muscatine County, Iowa","1300","145","1198","139","102","65",
"1400000US19139050900","Census Tract 509, Muscatine County, Iowa","1396","124","1110","174","286","111",
"1400000US19139051000","Census Tract 510, Muscatine County, Iowa","1345","172","1226","180","119","58",
"1400000US19141490100","Census Tract 4901, O'Brien County, Iowa","1277","106","1092","102","185","64",
"1400000US19141490200","Census Tract 4902, O'Brien County, Iowa","1824","118","1644","119","180","59",
"1400000US19141490300","Census Tract 4903, O'Brien County, Iowa","2418","165","2201","147","217","133",
"1400000US19141490400","Census Tract 4904, O'Brien County, Iowa","1172","89","1039","90","133","44",
"1400000US19143460100","Census Tract 4601, Osceola County, Iowa","1404","97","1309","96","95","59",
"1400000US19143460200","Census Tract 4602, Osceola County, Iowa","1556","94","1355","104","201","70",
"1400000US19145490100","Census Tract 4901, Page County, Iowa","1235","85","1146","80","89","47",
"1400000US19145490200","Census Tract 4902, Page County, Iowa","1164","144","1004","132","160","97",
"1400000US19145490300","Census Tract 4903, Page County, Iowa","1444","113","1205","128","239","91",
"1400000US19145490400","Census Tract 4904, Page County, Iowa","1113","123","1018","131","95","53",
"1400000US19145490500","Census Tract 4905, Page County, Iowa","1090","128","1030","120","60","67",
"1400000US19145490600","Census Tract 4906, Page County, Iowa","1144","83","1011","85","133","54",
"1400000US19147960100","Census Tract 9601, Palo Alto County, Iowa","825","83","650","66","175","74",
"1400000US19147960200","Census Tract 9602, Palo Alto County, Iowa","921","88","784","94","137","43",
"1400000US19147960300","Census Tract 9603, Palo Alto County, Iowa","1955","126","1652","112","303","99",
"1400000US19147960400","Census Tract 9604, Palo Alto County, Iowa","893","75","626","70","267","58",
"1400000US19149970100","Census Tract 9701, Plymouth County, Iowa","2758","163","2634","164","124","107",
"1400000US19149970200","Census Tract 9702, Plymouth County, Iowa","1632","160","1503","162","129","94",
"1400000US19149970300","Census Tract 9703, Plymouth County, Iowa","1467","114","1360","122","107","43",
"1400000US19149970400","Census Tract 9704, Plymouth County, Iowa","1375","119","1277","127","98","63",
"1400000US19149970500","Census Tract 9705, Plymouth County, Iowa","1302","87","1222","87","80","44",
"1400000US19149970600","Census Tract 9706, Plymouth County, Iowa","2374","129","2302","131","72","47",
"1400000US19151780100","Census Tract 7801, Pocahontas County, Iowa","1031","85","884","92","147","38",
"1400000US19151780200","Census Tract 7802, Pocahontas County, Iowa","1601","109","1349","103","252","81",
"1400000US19151780300","Census Tract 7803, Pocahontas County, Iowa","1025","107","894","107","131","46",
"1400000US19153000101","Census Tract 1.01, Polk County, Iowa","1733","201","1609","190","124","91",
"1400000US19153000102","Census Tract 1.02, Polk County, Iowa","1464","112","1409","133","55","58",
"1400000US19153000103","Census Tract 1.03, Polk County, Iowa","980","244","895","245","85","61",
"1400000US19153000201","Census Tract 2.01, Polk County, Iowa","1206","111","1115","117","91","64",
"1400000US19153000202","Census Tract 2.02, Polk County, Iowa","1429","111","1285","94","144","100",
"1400000US19153000300","Census Tract 3, Polk County, Iowa","1557","205","1354","222","203","109",
"1400000US19153000400","Census Tract 4, Polk County, Iowa","1962","163","1733","154","229","108",
"1400000US19153000500","Census Tract 5, Polk County, Iowa","1941","236","1777","253","164","87",
"1400000US19153000600","Census Tract 6, Polk County, Iowa","1768","197","1518","171","250","135",
"1400000US19153000701","Census Tract 7.01, Polk County, Iowa","1411","190","1258","198","153","86",
"1400000US19153000702","Census Tract 7.02, Polk County, Iowa","1459","127","1398","138","61","63",
"1400000US19153000703","Census Tract 7.03, Polk County, Iowa","1584","148","1462","122","122","118",
"1400000US19153000704","Census Tract 7.04, Polk County, Iowa","1384","131","1309","131","75","57",
"1400000US19153000801","Census Tract 8.01, Polk County, Iowa","2417","238","2353","252","64","101",
"1400000US19153000802","Census Tract 8.02, Polk County, Iowa","1665","127","1566","147","99","70",
"1400000US19153000803","Census Tract 8.03, Polk County, Iowa","1917","177","1788","201","129","67",
"1400000US19153000901","Census Tract 9.01, Polk County, Iowa","1505","79","1383","105","122","82",
"1400000US19153000902","Census Tract 9.02, Polk County, Iowa","1701","195","1627","204","74","61",
"1400000US19153001000","Census Tract 10, Polk County, Iowa","2378","338","2303","350","75","85",
"1400000US19153001100","Census Tract 11, Polk County, Iowa","1515","184","1314","187","201","105",
"1400000US19153001200","Census Tract 12, Polk County, Iowa","1170","138","1055","156","115","78",
"1400000US19153001500","Census Tract 15, Polk County, Iowa","968","77","901","94","67","55",
"1400000US19153001700","Census Tract 17, Polk County, Iowa","883","124","741","116","142","64",
"1400000US19153001800","Census Tract 18, Polk County, Iowa","883","89","816","99","67","40",
"1400000US19153001900","Census Tract 19, Polk County, Iowa","1710","189","1604","185","106","90",
"1400000US19153002100","Census Tract 21, Polk County, Iowa","1899","173","1743","189","156","90",
"1400000US19153002600","Census Tract 26, Polk County, Iowa","1083","161","953","168","130","70",
"1400000US19153002700","Census Tract 27, Polk County, Iowa","2170","238","1880","253","290","111",
"1400000US19153002800","Census Tract 28, Polk County, Iowa","1709","162","1616","163","93","72",
"1400000US19153002900","Census Tract 29, Polk County, Iowa","2721","297","2551","278","170","139",
"1400000US19153003001","Census Tract 30.01, Polk County, Iowa","927","104","828","118","99","53",
"1400000US19153003002","Census Tract 30.02, Polk County, Iowa","1621","231","1551","229","70","57",
"1400000US19153003100","Census Tract 31, Polk County, Iowa","935","196","912","195","23","34",
"1400000US19153003200","Census Tract 32, Polk County, Iowa","1476","152","1476","152","0","10",
"1400000US19153003901","Census Tract 39.01, Polk County, Iowa","1318","169","1248","181","70","73",
"1400000US19153003902","Census Tract 39.02, Polk County, Iowa","1950","183","1856","168","94","76",
"1400000US19153004001","Census Tract 40.01, Polk County, Iowa","1626","196","1534","209","92","68",
"1400000US19153004004","Census Tract 40.04, Polk County, Iowa","1424","181","1374","181","50","48",
"1400000US19153004100","Census Tract 41, Polk County, Iowa","1553","177","1446","183","107","75",
"1400000US19153004200","Census Tract 42, Polk County, Iowa","1431","214","1363","227","68","52",
"1400000US19153004300","Census Tract 43, Polk County, Iowa","1838","190","1764","213","74","86",
"1400000US19153004400","Census Tract 44, Polk County, Iowa","1716","212","1422","190","294","178",
"1400000US19153004501","Census Tract 45.01, Polk County, Iowa","1389","74","1226","113","163","86",
"1400000US19153004502","Census Tract 45.02, Polk County, Iowa","1313","119","1131","112","182","113",
"1400000US19153004602","Census Tract 46.02, Polk County, Iowa","3051","318","2780","299","271","166",
"1400000US19153004603","Census Tract 46.03, Polk County, Iowa","1528","149","1483","152","45","47",
"1400000US19153004701","Census Tract 47.01, Polk County, Iowa","1954","199","1839","225","115","74",
"1400000US19153004702","Census Tract 47.02, Polk County, Iowa","1347","203","1057","166","290","162",
"1400000US19153004800","Census Tract 48, Polk County, Iowa","1008","93","932","91","76","61",
"1400000US19153004900","Census Tract 49, Polk County, Iowa","815","159","636","136","179","104",
"1400000US19153005000","Census Tract 50, Polk County, Iowa","1273","141","1097","163","176","92",
"1400000US19153005101","Census Tract 51.01, Polk County, Iowa","4663","456","4293","477","370","177",
"1400000US19153005102","Census Tract 51.02, Polk County, Iowa","876","183","757","199","119","129",
"1400000US19153005200","Census Tract 52, Polk County, Iowa","1190","153","996","157","194","78",
"1400000US19153005300","Census Tract 53, Polk County, Iowa","866","114","801","108","65","43",
"1400000US19153010101","Census Tract 101.01, Polk County, Iowa","2084","213","1833","189","251","107",
"1400000US19153010102","Census Tract 101.02, Polk County, Iowa","3369","289","3315","297","54","87",
"1400000US19153010205","Census Tract 102.05, Polk County, Iowa","2838","221","2576","210","262","156",
"1400000US19153010207","Census Tract 102.07, Polk County, Iowa","1877","167","1791","168","86","64",
"1400000US19153010208","Census Tract 102.08, Polk County, Iowa","1741","178","1671","187","70","76",
