"GEO_ID","NAME","B25002_001E","B25002_001M","B25002_002E","B25002_002M","B25002_003E","B25002_003M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Occupied","Margin of Error!!Total:!!Occupied","Estimate!!Total:!!Vacant","Margin of Error!!Total:!!Vacant",
"1400000US19153010209","Census Tract 102.09, Polk County, Iowa","2799","316","2703","334","96","99",
"1400000US19153010211","Census Tract 102.11, Polk County, Iowa","1920","215","1786","226","134","84",
"1400000US19153010212","Census Tract 102.12, Polk County, Iowa","1842","214","1814","214","28","35",
"1400000US19153010213","Census Tract 102.13, Polk County, Iowa","1450","125","1301","219","149","190",
"1400000US19153010214","Census Tract 102.14, Polk County, Iowa","3728","329","3634","324","94","114",
"1400000US19153010215","Census Tract 102.15, Polk County, Iowa","1861","189","1783","174","78","90",
"1400000US19153010216","Census Tract 102.16, Polk County, Iowa","6346","685","5983","642","363","258",
"1400000US19153010404","Census Tract 104.04, Polk County, Iowa","1832","153","1716","157","116","70",
"1400000US19153010406","Census Tract 104.06, Polk County, Iowa","1854","145","1744","142","110","69",
"1400000US19153010407","Census Tract 104.07, Polk County, Iowa","1576","118","1576","118","0","10",
"1400000US19153010408","Census Tract 104.08, Polk County, Iowa","1647","192","1560","189","87","82",
"1400000US19153010409","Census Tract 104.09, Polk County, Iowa","1548","128","1522","107","26","44",
"1400000US19153010410","Census Tract 104.10, Polk County, Iowa","905","109","905","109","0","10",
"1400000US19153010411","Census Tract 104.11, Polk County, Iowa","2150","174","1945","207","205","139",
"1400000US19153010500","Census Tract 105, Polk County, Iowa","2710","445","2494","425","216","148",
"1400000US19153010601","Census Tract 106.01, Polk County, Iowa","1287","174","1198","188","89","82",
"1400000US19153010602","Census Tract 106.02, Polk County, Iowa","2846","204","2784","205","62","74",
"1400000US19153010702","Census Tract 107.02, Polk County, Iowa","2257","306","2151","307","106","61",
"1400000US19153010703","Census Tract 107.03, Polk County, Iowa","2116","244","1981","222","135","113",
"1400000US19153010707","Census Tract 107.07, Polk County, Iowa","1510","176","1406","218","104","98",
"1400000US19153010708","Census Tract 107.08, Polk County, Iowa","1927","214","1874","224","53","81",
"1400000US19153010709","Census Tract 107.09, Polk County, Iowa","1645","191","1574","185","71","48",
"1400000US19153010803","Census Tract 108.03, Polk County, Iowa","1873","151","1829","150","44","53",
"1400000US19153010804","Census Tract 108.04, Polk County, Iowa","1963","189","1908","202","55","58",
"1400000US19153010805","Census Tract 108.05, Polk County, Iowa","2437","310","2421","311","16","26",
"1400000US19153010806","Census Tract 108.06, Polk County, Iowa","1824","331","1617","305","207","184",
"1400000US19153011001","Census Tract 110.01, Polk County, Iowa","1811","230","1583","257","228","100",
"1400000US19153011021","Census Tract 110.21, Polk County, Iowa","2091","205","2029","188","62","62",
"1400000US19153011025","Census Tract 110.25, Polk County, Iowa","1515","128","1446","144","69","59",
"1400000US19153011026","Census Tract 110.26, Polk County, Iowa","2687","258","2492","253","195","153",
"1400000US19153011027","Census Tract 110.27, Polk County, Iowa","3420","457","3221","459","199","148",
"1400000US19153011028","Census Tract 110.28, Polk County, Iowa","2446","241","2260","257","186","109",
"1400000US19153011111","Census Tract 111.11, Polk County, Iowa","2728","349","2578","369","150","128",
"1400000US19153011112","Census Tract 111.12, Polk County, Iowa","1747","188","1720","185","27","32",
"1400000US19153011113","Census Tract 111.13, Polk County, Iowa","1135","127","1038","131","97","70",
"1400000US19153011114","Census Tract 111.14, Polk County, Iowa","2436","388","2183","379","253","189",
"1400000US19153011201","Census Tract 112.01, Polk County, Iowa","2329","256","2066","200","263","143",
"1400000US19153011203","Census Tract 112.03, Polk County, Iowa","1696","143","1652","143","44","37",
"1400000US19153011205","Census Tract 112.05, Polk County, Iowa","1629","192","1470","200","159","93",
"1400000US19153011206","Census Tract 112.06, Polk County, Iowa","1671","155","1634","158","37","41",
"1400000US19153011301","Census Tract 113.01, Polk County, Iowa","1404","376","1365","372","39","66",
"1400000US19153011302","Census Tract 113.02, Polk County, Iowa","865","253","865","253","0","10",
"1400000US19153011303","Census Tract 113.03, Polk County, Iowa","2821","398","2821","398","0","14",
"1400000US19153011304","Census Tract 113.04, Polk County, Iowa","1894","293","1894","293","0","14",
"1400000US19153011305","Census Tract 113.05, Polk County, Iowa","1179","93","1074","189","105","163",
"1400000US19153011405","Census Tract 114.05, Polk County, Iowa","1093","392","1093","392","0","10",
"1400000US19153011406","Census Tract 114.06, Polk County, Iowa","2652","276","2576","295","76","83",
"1400000US19153011500","Census Tract 115, Polk County, Iowa","2548","195","2490","183","58","88",
"1400000US19153011600","Census Tract 116, Polk County, Iowa","0","10","0","10","0","10",
"1400000US19153011702","Census Tract 117.02, Polk County, Iowa","2086","240","1937","255","149","89",
"1400000US19153011703","Census Tract 117.03, Polk County, Iowa","2221","235","2141","260","80","84",
"1400000US19153011704","Census Tract 117.04, Polk County, Iowa","984","122","984","122","0","10",
"1400000US19155021200","Census Tract 212, Pottawattamie County, Iowa","1502","142","1342","123","160","98",
"1400000US19155021400","Census Tract 214, Pottawattamie County, Iowa","1504","127","1384","129","120","75",
"1400000US19155021501","Census Tract 215.01, Pottawattamie County, Iowa","934","74","916","72","18","14",
"1400000US19155021502","Census Tract 215.02, Pottawattamie County, Iowa","1371","101","1201","99","170","46",
"1400000US19155021602","Census Tract 216.02, Pottawattamie County, Iowa","996","85","944","86","52","35",
"1400000US19155021603","Census Tract 216.03, Pottawattamie County, Iowa","896","79","847","78","49","41",
"1400000US19155021701","Census Tract 217.01, Pottawattamie County, Iowa","1152","107","959","104","193","64",
"1400000US19155021702","Census Tract 217.02, Pottawattamie County, Iowa","883","58","804","62","79","34",
"1400000US19155030100","Census Tract 301, Pottawattamie County, Iowa","2769","260","2520","276","249","173",
"1400000US19155030200","Census Tract 302, Pottawattamie County, Iowa","1422","143","1234","137","188","105",
"1400000US19155030300","Census Tract 303, Pottawattamie County, Iowa","1505","156","1446","174","59","60",
"1400000US19155030401","Census Tract 304.01, Pottawattamie County, Iowa","1609","102","1464","131","145","101",
"1400000US19155030402","Census Tract 304.02, Pottawattamie County, Iowa","1467","175","1353","157","114","106",
"1400000US19155030501","Census Tract 305.01, Pottawattamie County, Iowa","991","138","961","137","30","35",
"1400000US19155030502","Census Tract 305.02, Pottawattamie County, Iowa","1034","115","955","124","79","49",
"1400000US19155030601","Census Tract 306.01, Pottawattamie County, Iowa","1078","144","1008","140","70","42",
"1400000US19155030602","Census Tract 306.02, Pottawattamie County, Iowa","935","63","872","86","63","60",
"1400000US19155030700","Census Tract 307, Pottawattamie County, Iowa","1152","107","947","131","205","92",
"1400000US19155030800","Census Tract 308, Pottawattamie County, Iowa","1340","230","1294","241","46","51",
"1400000US19155030900","Census Tract 309, Pottawattamie County, Iowa","1081","143","941","143","140","66",
"1400000US19155031000","Census Tract 310, Pottawattamie County, Iowa","1040","107","935","108","105","68",
"1400000US19155031100","Census Tract 311, Pottawattamie County, Iowa","1206","183","1084","177","122","90",
"1400000US19155031200","Census Tract 312, Pottawattamie County, Iowa","1379","95","1314","114","65","55",
"1400000US19155031300","Census Tract 313, Pottawattamie County, Iowa","1380","206","1257","224","123","72",
"1400000US19155031400","Census Tract 314, Pottawattamie County, Iowa","1623","158","1512","163","111","71",
"1400000US19155031601","Census Tract 316.01, Pottawattamie County, Iowa","1934","174","1891","160","43","69",
"1400000US19155031602","Census Tract 316.02, Pottawattamie County, Iowa","1221","192","1192","197","29","35",
"1400000US19155031700","Census Tract 317, Pottawattamie County, Iowa","1719","156","1587","161","132","103",
"1400000US19155031800","Census Tract 318, Pottawattamie County, Iowa","1416","142","1339","149","77","62",
"1400000US19155031900","Census Tract 319, Pottawattamie County, Iowa","1493","131","1372","117","121","100",
"1400000US19157370100","Census Tract 3701, Poweshiek County, Iowa","1785","145","1359","128","426","114",
"1400000US19157370200","Census Tract 3702, Poweshiek County, Iowa","1716","156","1305","173","411","118",
"1400000US19157370300","Census Tract 3703, Poweshiek County, Iowa","1851","220","1727","221","124","77",
"1400000US19157370400","Census Tract 3704, Poweshiek County, Iowa","2251","188","2088","180","163","122",
"1400000US19157370500","Census Tract 3705, Poweshiek County, Iowa","1557","149","1348","144","209","67",
"1400000US19159950100","Census Tract 9501, Ringgold County, Iowa","1288","76","691","69","597","102",
"1400000US19159950200","Census Tract 9502, Ringgold County, Iowa","1322","81","1152","91","170","58",
"1400000US19161080100","Census Tract 801, Sac County, Iowa","1399","87","1228","99","171","75",
"1400000US19161080200","Census Tract 802, Sac County, Iowa","1227","98","1051","85","176","69",
"1400000US19161080300","Census Tract 803, Sac County, Iowa","1461","87","944","79","517","66",
"1400000US19161080400","Census Tract 804, Sac County, Iowa","1311","82","1121","97","190","63",
"1400000US19163010101","Census Tract 101.01, Scott County, Iowa","1683","179","1400","150","283","115",
"1400000US19163010103","Census Tract 101.03, Scott County, Iowa","1571","225","1422","251","149","138",
"1400000US19163010104","Census Tract 101.04, Scott County, Iowa","1379","259","1177","191","202","164",
"1400000US19163010201","Census Tract 102.01, Scott County, Iowa","2589","194","2410","174","179","114",
"1400000US19163010202","Census Tract 102.02, Scott County, Iowa","2360","170","2286","172","74","78",
"1400000US19163010300","Census Tract 103, Scott County, Iowa","1156","114","1027","87","129","85",
"1400000US19163010401","Census Tract 104.01, Scott County, Iowa","2584","201","2382","185","202","105",
"1400000US19163010402","Census Tract 104.02, Scott County, Iowa","1479","245","1395","247","84","57",
"1400000US19163010600","Census Tract 106, Scott County, Iowa","1332","119","1142","140","190","81",
"1400000US19163010700","Census Tract 107, Scott County, Iowa","725","129","529","124","196","69",
"1400000US19163010800","Census Tract 108, Scott County, Iowa","1207","186","937","205","270","108",
"1400000US19163010900","Census Tract 109, Scott County, Iowa","1188","145","924","129","264","106",
"1400000US19163011000","Census Tract 110, Scott County, Iowa","1179","194","1086","210","93","74",
"1400000US19163011100","Census Tract 111, Scott County, Iowa","1333","127","1233","140","100","61",
"1400000US19163011200","Census Tract 112, Scott County, Iowa","1006","110","868","115","138","65",
"1400000US19163011300","Census Tract 113, Scott County, Iowa","1225","152","957","153","268","129",
"1400000US19163011400","Census Tract 114, Scott County, Iowa","1140","105","820","139","320","114",
"1400000US19163011500","Census Tract 115, Scott County, Iowa","1038","118","895","117","143","66",
"1400000US19163011600","Census Tract 116, Scott County, Iowa","1474","142","1252","141","222","114",
"1400000US19163011700","Census Tract 117, Scott County, Iowa","1557","153","1413","164","144","93",
"1400000US19163011800","Census Tract 118, Scott County, Iowa","1188","181","1038","186","150","88",
"1400000US19163011900","Census Tract 119, Scott County, Iowa","1161","104","1106","115","55","51",
"1400000US19163012000","Census Tract 120, Scott County, Iowa","1444","166","1336","184","108","71",
"1400000US19163012100","Census Tract 121, Scott County, Iowa","1767","212","1748","213","19","29",
"1400000US19163012200","Census Tract 122, Scott County, Iowa","1010","129","910","141","100","50",
"1400000US19163012300","Census Tract 123, Scott County, Iowa","700","68","641","83","59","39",
"1400000US19163012400","Census Tract 124, Scott County, Iowa","630","95","563","103","67","58",
"1400000US19163012501","Census Tract 125.01, Scott County, Iowa","1888","260","1728","271","160","84",
"1400000US19163012502","Census Tract 125.02, Scott County, Iowa","1746","148","1619","172","127","79",
"1400000US19163012601","Census Tract 126.01, Scott County, Iowa","1952","183","1910","173","42","69",
"1400000US19163012602","Census Tract 126.02, Scott County, Iowa","1677","182","1518","165","159","122",
"1400000US19163012701","Census Tract 127.01, Scott County, Iowa","1192","101","1143","114","49","52",
"1400000US19163012702","Census Tract 127.02, Scott County, Iowa","1548","156","1345","176","203","105",
"1400000US19163012801","Census Tract 128.01, Scott County, Iowa","2088","241","1984","248","104","83",
"1400000US19163012802","Census Tract 128.02, Scott County, Iowa","2420","231","2014","235","406","165",
"1400000US19163012901","Census Tract 129.01, Scott County, Iowa","2684","261","2437","236","247","116",
"1400000US19163012902","Census Tract 129.02, Scott County, Iowa","2317","223","2229","235","88","83",
"1400000US19163013000","Census Tract 130, Scott County, Iowa","2298","171","2032","185","266","149",
"1400000US19163013100","Census Tract 131, Scott County, Iowa","976","138","909","147","67","49",
"1400000US19163013200","Census Tract 132, Scott County, Iowa","784","81","755","82","29","24",
"1400000US19163013300","Census Tract 133, Scott County, Iowa","1512","148","1333","166","179","79",
"1400000US19163013400","Census Tract 134, Scott County, Iowa","1249","112","1204","123","45","47",
"1400000US19163013500","Census Tract 135, Scott County, Iowa","1448","183","1329","196","119","74",
"1400000US19163013600","Census Tract 136, Scott County, Iowa","919","94","871","111","48","44",
"1400000US19163013702","Census Tract 137.02, Scott County, Iowa","2503","185","2216","233","287","159",
"1400000US19163013703","Census Tract 137.03, Scott County, Iowa","945","94","921","91","24","20",
"1400000US19163013705","Census Tract 137.05, Scott County, Iowa","2613","250","2488","253","125","115",
"1400000US19163013706","Census Tract 137.06, Scott County, Iowa","2798","205","2555","214","243","127",
"1400000US19165960100","Census Tract 9601, Shelby County, Iowa","1384","103","1231","103","153","52",
"1400000US19165960200","Census Tract 9602, Shelby County, Iowa","1358","108","1257","119","101","54",
"1400000US19165960300","Census Tract 9603, Shelby County, Iowa","1649","135","1494","138","155","87",
"1400000US19165960400","Census Tract 9604, Shelby County, Iowa","1176","144","1084","148","92","75",
"1400000US19167070100","Census Tract 701, Sioux County, Iowa","1321","115","1300","116","21","19",
"1400000US19167070200","Census Tract 702, Sioux County, Iowa","1636","144","1555","155","81","54",
"1400000US19167070300","Census Tract 703, Sioux County, Iowa","2360","187","2248","203","112","84",
"1400000US19167070400","Census Tract 704, Sioux County, Iowa","1685","137","1484","135","201","88",
"1400000US19167070500","Census Tract 705, Sioux County, Iowa","1310","130","1231","130","79","47",
"1400000US19167070601","Census Tract 706.01, Sioux County, Iowa","697","93","596","100","101","65",
"1400000US19167070602","Census Tract 706.02, Sioux County, Iowa","1651","143","1595","146","56","51",
"1400000US19167070701","Census Tract 707.01, Sioux County, Iowa","1251","118","1251","118","0","10",
"1400000US19167070702","Census Tract 707.02, Sioux County, Iowa","1119","163","1119","163","0","10",
"1400000US19169000101","Census Tract 1.01, Story County, Iowa","754","134","638","155","116","114",
"1400000US19169000102","Census Tract 1.02, Story County, Iowa","1676","165","1676","165","0","10",
"1400000US19169000103","Census Tract 1.03, Story County, Iowa","577","70","577","70","0","10",
"1400000US19169000104","Census Tract 1.04, Story County, Iowa","751","285","751","285","0","10",
"1400000US19169000105","Census Tract 1.05, Story County, Iowa","1494","136","1494","136","0","10",
"1400000US19169000200","Census Tract 2, Story County, Iowa","1688","157","1670","159","18","17",
"1400000US19169000300","Census Tract 3, Story County, Iowa","1527","196","1527","196","0","10",
"1400000US19169000400","Census Tract 4, Story County, Iowa","1290","172","1199","155","91","86",
"1400000US19169000500","Census Tract 5, Story County, Iowa","865","150","776","144","89","47",
"1400000US19169000600","Census Tract 6, Story County, Iowa","1934","148","1825","148","109","85",
"1400000US19169000700","Census Tract 7, Story County, Iowa","2013","274","1841","264","172","114",
"1400000US19169000800","Census Tract 8, Story County, Iowa","5","7","5","7","0","14",
"1400000US19169000900","Census Tract 9, Story County, Iowa","1986","211","1860","204","126","107",
"1400000US19169001000","Census Tract 10, Story County, Iowa","2707","243","2395","287","312","163",
"1400000US19169001101","Census Tract 11.01, Story County, Iowa","1231","170","1169","175","62","72",
"1400000US19169001102","Census Tract 11.02, Story County, Iowa","916","203","654","187","262","184",
"1400000US19169001200","Census Tract 12, Story County, Iowa","43","26","32","21","11","18",
"1400000US19169001302","Census Tract 13.02, Story County, Iowa","2558","258","2544","258","14","22",
"1400000US19169001303","Census Tract 13.03, Story County, Iowa","2205","325","1962","281","243","269",
"1400000US19169001304","Census Tract 13.04, Story County, Iowa","2971","326","2549","361","422","243",
"1400000US19169010101","Census Tract 101.01, Story County, Iowa","1522","145","1481","147","41","23",
"1400000US19169010102","Census Tract 101.02, Story County, Iowa","1703","153","1627","153","76","73",
"1400000US19169010200","Census Tract 102, Story County, Iowa","1569","145","1517","145","52","30",
"1400000US19169010300","Census Tract 103, Story County, Iowa","1979","141","1868","133","111","59",
"1400000US19169010400","Census Tract 104, Story County, Iowa","1346","154","1259","146","87","87",
"1400000US19169010500","Census Tract 105, Story County, Iowa","780","87","727","86","53","31",
"1400000US19169010600","Census Tract 106, Story County, Iowa","2573","239","2374","200","199","148",
"1400000US19171290100","Census Tract 2901, Tama County, Iowa","1345","108","1226","106","119","42",
"1400000US19171290200","Census Tract 2902, Tama County, Iowa","1275","103","1054","102","221","71",
"1400000US19171290300","Census Tract 2903, Tama County, Iowa","1428","115","1210","117","218","78",
"1400000US19171290400","Census Tract 2904, Tama County, Iowa","1197","106","1073","105","124","63",
"1400000US19171290500","Census Tract 2905, Tama County, Iowa","1363","100","1174","103","189","67",
"1400000US19171290600","Census Tract 2906, Tama County, Iowa","1180","125","999","131","181","76",
"1400000US19173180100","Census Tract 1801, Taylor County, Iowa","1292","77","1070","83","222","55",
"1400000US19173180200","Census Tract 1802, Taylor County, Iowa","1037","75","835","71","202","55",
"1400000US19173180300","Census Tract 1803, Taylor County, Iowa","776","58","662","58","114","44",
"1400000US19175190100","Census Tract 1901, Union County, Iowa","1049","98","893","97","156","45",
"1400000US19175190200","Census Tract 1902, Union County, Iowa","2109","140","1801","185","308","147",
"1400000US19175190300","Census Tract 1903, Union County, Iowa","832","86","758","81","74","37",
"1400000US19175190400","Census Tract 1904, Union County, Iowa","1947","138","1747","154","200","79",
"1400000US19177950100","Census Tract 9501, Van Buren County, Iowa","2052","92","1699","109","353","88",
"1400000US19177950200","Census Tract 9502, Van Buren County, Iowa","1593","86","1270","128","323","89",
"1400000US19179960100","Census Tract 9601, Wapello County, Iowa","1218","119","1096","127","122","72",
"1400000US19179960200","Census Tract 9602, Wapello County, Iowa","1112","120","1007","142","105","88",
"1400000US19179960300","Census Tract 9603, Wapello County, Iowa","1973","167","1800","155","173","113",
"1400000US19179960400","Census Tract 9604, Wapello County, Iowa","1819","179","1577","158","242","122",
"1400000US19179960500","Census Tract 9605, Wapello County, Iowa","1324","186","1011","219","313","106",
"1400000US19179960600","Census Tract 9606, Wapello County, Iowa","1422","176","1197","188","225","95",
"1400000US19179960700","Census Tract 9607, Wapello County, Iowa","1523","124","1402","138","121","80",
"1400000US19179960800","Census Tract 9608, Wapello County, Iowa","1677","217","1599","219","78","61",
"1400000US19179960900","Census Tract 9609, Wapello County, Iowa","1298","133","1242","140","56","62",
"1400000US19179961000","Census Tract 9610, Wapello County, Iowa","1255","133","1203","130","52","56",
"1400000US19179961100","Census Tract 9611, Wapello County, Iowa","1459","150","1270","159","189","80",
"1400000US19181020101","Census Tract 201.01, Warren County, Iowa","856","137","778","117","78","78",
"1400000US19181020201","Census Tract 202.01, Warren County, Iowa","1960","207","1896","210","64","54",
"1400000US19181020202","Census Tract 202.02, Warren County, Iowa","2819","217","2699","236","120","109",
"1400000US19181020300","Census Tract 203, Warren County, Iowa","1257","107","1213","114","44","45",
"1400000US19181020400","Census Tract 204, Warren County, Iowa","1753","138","1753","138","0","10",
"1400000US19181020500","Census Tract 205, Warren County, Iowa","1000","141","828","83","172","124",
"1400000US19181020600","Census Tract 206, Warren County, Iowa","1227","115","1145","105","82","69",
"1400000US19181020701","Census Tract 207.01, Warren County, Iowa","237","67","237","67","0","10",
"1400000US19181020702","Census Tract 207.02, Warren County, Iowa","1497","143","1441","158","56","60",
"1400000US19181020800","Census Tract 208, Warren County, Iowa","1143","124","1087","120","56","73",
"1400000US19181020900","Census Tract 209, Warren County, Iowa","1676","133","1564","150","112","67",
"1400000US19181021000","Census Tract 210, Warren County, Iowa","1322","145","1300","143","22","26",
"1400000US19181021100","Census Tract 211, Warren County, Iowa","1932","151","1852","146","80","46",
"1400000US19181021200","Census Tract 212, Warren County, Iowa","1661","154","1527","126","134","98",
"1400000US19183960101","Census Tract 9601.01, Washington County, Iowa","1502","122","1418","123","84","78",
"1400000US19183960102","Census Tract 9601.02, Washington County, Iowa","1344","121","1232","137","112","62",
"1400000US19183960200","Census Tract 9602, Washington County, Iowa","2165","145","1915","152","250","78",
"1400000US19183960300","Census Tract 9603, Washington County, Iowa","1531","114","1408","123","123","72",
"1400000US19183960400","Census Tract 9604, Washington County, Iowa","1849","162","1643","157","206","110",
"1400000US19183960500","Census Tract 9605, Washington County, Iowa","1386","126","1260","107","126","77",
"1400000US19185070100","Census Tract 701, Wayne County, Iowa","1342","72","1131","88","211","75",
"1400000US19185070200","Census Tract 702, Wayne County, Iowa","918","77","690","59","228","70",
"1400000US19185070300","Census Tract 703, Wayne County, Iowa","940","78","799","71","141","51",
"1400000US19187000101","Census Tract 1.01, Webster County, Iowa","1903","177","1903","177","0","10",
"1400000US19187000102","Census Tract 1.02, Webster County, Iowa","1476","165","1476","165","0","10",
"1400000US19187000200","Census Tract 2, Webster County, Iowa","1589","143","1481","140","108","88",
"1400000US19187000300","Census Tract 3, Webster County, Iowa","760","79","663","104","97","61",
"1400000US19187000400","Census Tract 4, Webster County, Iowa","1154","131","991","138","163","73",
"1400000US19187000500","Census Tract 5, Webster County, Iowa","845","123","667","126","178","74",
"1400000US19187000600","Census Tract 6, Webster County, Iowa","2081","175","1897","224","184","138",
"1400000US19187000700","Census Tract 7, Webster County, Iowa","1058","117","944","132","114","57",
"1400000US19187000900","Census Tract 9, Webster County, Iowa","1368","146","1288","151","80","66",
"1400000US19187010100","Census Tract 101, Webster County, Iowa","1058","99","907","116","151","68",
"1400000US19187010200","Census Tract 102, Webster County, Iowa","747","73","724","76","23","24",
"1400000US19187010300","Census Tract 103, Webster County, Iowa","1530","99","1322","113","208","67",
"1400000US19187010400","Census Tract 104, Webster County, Iowa","1487","111","1342","127","145","54",
"1400000US19189680100","Census Tract 6801, Winnebago County, Iowa","2020","118","1829","109","191","80",
"1400000US19189680200","Census Tract 6802, Winnebago County, Iowa","1433","114","1229","139","204","77",
"1400000US19189680300","Census Tract 6803, Winnebago County, Iowa","1744","115","1475","121","269","104",
"1400000US19191950100","Census Tract 9501, Winneshiek County, Iowa","1716","128","1506","132","210","58",
"1400000US19191950200","Census Tract 9502, Winneshiek County, Iowa","2021","147","1851","129","170","98",
"1400000US19191950300","Census Tract 9503, Winneshiek County, Iowa","1617","143","1554","160","63","56",
"1400000US19191950400","Census Tract 9504, Winneshiek County, Iowa","2026","129","1903","150","123","73",
"1400000US19191950500","Census Tract 9505, Winneshiek County, Iowa","1628","118","1451","111","177","89",
"1400000US19193000100","Census Tract 1, Woodbury County, Iowa","1869","217","1756","231","113","90",
"1400000US19193000201","Census Tract 2.01, Woodbury County, Iowa","1207","150","1132","153","75","65",
"1400000US19193000202","Census Tract 2.02, Woodbury County, Iowa","1583","260","1410","268","173","132",
"1400000US19193000300","Census Tract 3, Woodbury County, Iowa","2401","180","2260","214","141","109",
"1400000US19193000400","Census Tract 4, Woodbury County, Iowa","1798","151","1675","159","123","84",
"1400000US19193000500","Census Tract 5, Woodbury County, Iowa","1177","129","1127","131","50","34",
"1400000US19193000600","Census Tract 6, Woodbury County, Iowa","1349","181","1264","194","85","61",
"1400000US19193000700","Census Tract 7, Woodbury County, Iowa","1312","202","1279","202","33","50",
"1400000US19193000800","Census Tract 8, Woodbury County, Iowa","1570","260","1447","269","123","84",
"1400000US19193000900","Census Tract 9, Woodbury County, Iowa","847","86","847","86","0","10",
"1400000US19193001000","Census Tract 10, Woodbury County, Iowa","902","106","778","89","124","78",
"1400000US19193001100","Census Tract 11, Woodbury County, Iowa","1589","202","1513","210","76","69",
"1400000US19193001200","Census Tract 12, Woodbury County, Iowa","1251","175","1198","181","53","62",
"1400000US19193001300","Census Tract 13, Woodbury County, Iowa","714","146","574","160","140","72",
"1400000US19193001400","Census Tract 14, Woodbury County, Iowa","1381","163","1339","182","42","64",
"1400000US19193001500","Census Tract 15, Woodbury County, Iowa","862","118","760","120","102","52",
"1400000US19193001801","Census Tract 18.01, Woodbury County, Iowa","1584","134","1406","154","178","137",
"1400000US19193001802","Census Tract 18.02, Woodbury County, Iowa","906","215","812","220","94","98",
"1400000US19193001900","Census Tract 19, Woodbury County, Iowa","1179","97","1161","103","18","28",
"1400000US19193002000","Census Tract 20, Woodbury County, Iowa","2140","236","2020","257","120","104",
"1400000US19193002101","Census Tract 21.01, Woodbury County, Iowa","1296","135","1202","135","94","78",
"1400000US19193002102","Census Tract 21.02, Woodbury County, Iowa","2945","346","2814","364","131","102",
"1400000US19193003100","Census Tract 31, Woodbury County, Iowa","1870","148","1623","147","247","73",
"1400000US19193003200","Census Tract 32, Woodbury County, Iowa","2056","144","1914","142","142","53",
"1400000US19193003301","Census Tract 33.01, Woodbury County, Iowa","1845","207","1735","169","110","123",
"1400000US19193003302","Census Tract 33.02, Woodbury County, Iowa","1391","240","1375","240","16","25",
"1400000US19193003500","Census Tract 35, Woodbury County, Iowa","1931","199","1770","197","161","63",
"1400000US19193003600","Census Tract 36, Woodbury County, Iowa","1500","178","1332","170","168","112",
"1400000US19193940200","Census Tract 9402, Woodbury County, Iowa","0","10","0","10","0","10",
"1400000US19195690100","Census Tract 6901, Worth County, Iowa","1156","89","1099","92","57","36",
"1400000US19195690200","Census Tract 6902, Worth County, Iowa","1065","83","953","85","112","54",
"1400000US19195690300","Census Tract 6903, Worth County, Iowa","1298","79","1147","90","151","68",
"1400000US19197680100","Census Tract 6801, Wright County, Iowa","1644","128","1348","122","296","91",
"1400000US19197680200","Census Tract 6802, Wright County, Iowa","768","63","670","64","98","37",
"1400000US19197680300","Census Tract 6803, Wright County, Iowa","1613","132","1479","126","134","84",
"1400000US19197680400","Census Tract 6804, Wright County, Iowa","775","79","564","77","211","60",
"1400000US19197680500","Census Tract 6805, Wright County, Iowa","1699","156","1521","138","178","106",
